Country Name,Airport Name,IATA CODE
Myanmar (burma),Monywa Airport,NYW
Namibia,Oranjemund Airport,OMD
Namibia,Rundu Airport,NDU
Namibia,Ondangwa Airport,OND
Namibia,Katima Mulilo Mpacha Airport,MPA
Namibia,Luderitz Airport,LUD
Namibia,Windhoek Eros Airport,ERS
Namibia,Windhoek Hosea Kutako International Airport,WDH
Namibia,Walvis Bay Airport,WVB
Namibia,Sesriem Airport,SZM
Namibia,Swakopmund Airport,SWP
Nauru,Nauru International Airport,INU
Nepal,Janakpur Airport,JKR
Nepal,Dolpa Airport,DOP
Nepal,Jomsom Airport,JMO
Nepal,Kathmandu Tribhuvan International Airport,KTM
Nepal,Jumla Airport,JUM
Nepal,Bhadrapur Airport,BDP
Nepal,Baglung Airport,BGL
Nepal,Bharatpur Airport,BHR
Nepal,Dhangadhi Airport,DHI
Nepal,Biratnagar Airport,BIR
Nepal,Simara Airport,SIF
Nepal,Siddharthanagar Gautam Buddha Airport,BWA
Nepal,Simikot Airport,IMK
Nepal,Tumlingtar Airport,TMI
Nepal,Surkhet Airport,SKH
Nepal,Nepalgunj Airport,KEP
Nepal,Lukla Tenzing Hillary Airport,LUA
Nepal,Phaplu Airport,PPL
Nepal,Rajbiraj Airport,RJB
Nepal,Pokhara International Airport,PKR
Netherlands,Den Helder Airport,DHR
Netherlands,Budel Kempen Airport,QHB
Netherlands,Enschede Twente Airport,ENS
Netherlands,Eindhoven Airport,EIN
Netherlands,Bergen op Zoom Woensdrecht Air Base Airport,WOE
Netherlands,Amsterdam Schiphol Airport,AMS
Netherlands,Breda International Airport,QHS
Netherlands,Bonaire Flamingo International Airport,BON
Netherlands,Saint Eustatius F.D. Roosevelt Airport,EUX
Netherlands,Saba Juancho E. Yrausquin Airport,SAB
Netherlands,Teuge International Airport,QHT
Netherlands,Sint Maarten Princess Juliana International Airport,SXM
Netherlands,Lelystad Airport,LEY
Netherlands,Groningen Airport Eelde,GRQ
Netherlands,Rotterdam The Hague Airport,RTM
Netherlands,Maastricht Aachen Airport,MST
New Caledonia,Lifou Ouanaham Airport,LIF
New Caledonia,Mare Airport,MEE
New Caledonia,Koumac Airport,KOC
New Caledonia,Ile Des Pins Airport,ILP
New Caledonia,Kone Airport,KNQ
New Caledonia,Tiga Airport,TGJ
New Caledonia,Touho Airport,TOU
New Caledonia,Ouvea Airport,UVE
New Caledonia,Noumea Magenta Airport,GEA
New Caledonia,Noumea La Tontouta International Airport,NOU
New Zealand,Kaitaia Airport,KAT
New Zealand,Kerikeri Airport,KKE
New Zealand,Hokitika Airport,HKK
New Zealand,Invercargill Airport,IVC
New Zealand,Napier Hawke's Bay Airport,NPE
New Zealand,Niue International Airport,IUE
New Zealand,Oamaru Airport,OAM
New Zealand,Nelson Airport,NSN
New Zealand,New Plymouth Airport,NPL
New Zealand,Hamilton International Airport,HLZ
New Zealand,Blenheim Woodbourne Airport,BHE
New Zealand,Chatham Island Tuuta Airport,CHT
New Zealand,Ardmore Airport,AMZ
New Zealand,Auckland Airport,AKL
New Zealand,Christchurch International Airport,CHC
New Zealand,Gisborne Airport,GIS
New Zealand,Greymouth Airport,GMN
New Zealand,Claris Great Barrier Aerodrome,GBZ
New Zealand,Dunedin International Airport,DUD
New Zealand,Oban Ryans Creek Aerodrome,SZS
New Zealand,Wanaka Airport,WKA
New Zealand,Wellington International Airport,WLG
New Zealand,Twizel Pukaki Airport,TWZ
New Zealand,Waiheke Island Aerodrome,WIK
New Zealand,Westport Airport,WSZ
New Zealand,Whangarei Airport,WRE
New Zealand,Whitianga Airport,WTZ
New Zealand,Whakatane Airport,WHK
New Zealand,Whanganui Airport,WAG
New Zealand,Timaru Richard Pearse Airport,TIU
New Zealand,Picton Koromiko Airport,PCN
New Zealand,Queenstown Airport,ZQN
New Zealand,Palmerston North International Airport,PMR
New Zealand,Paraparaumu Kapiti Coast Airport,PPQ
New Zealand,Rotorua International Airport,ROT
New Zealand,Tauranga Airport,TRG
New Zealand,Te Anau Manapouri Airport,TEU
New Zealand,Takaka Airport,KTF
New Zealand,Taupo Airport,TUO
Nicaragua,Corn Island Airport,RNI
Nicaragua,Bluefields Airport,BEF
Nicaragua,Puerto Cabezas Airport,PUZ
Nicaragua,Managua Augusto C. Sandino International Airport,MGA
Niger,Maradi Airport,MFQ
Niger,Agades Mano Dayak International Airport,AJY
Niger,Zinder Airport,ZND
Niger,Niamey Diori Hamani International Airport,NIM
Nigeria,Ibadan Airport,IBA
Nigeria,Gombe Lawanti International Airport,GMO
Nigeria,Ilorin International Airport,ILR
Nigeria,Kaduna International Airport,KAD
Nigeria,Jos Yakubu Gowon Airport,JOS
Nigeria,Enugu Akanu Ibiam International Airport,ENU
Nigeria,Akure Airport,AKR
Nigeria,Abuja Nnamdi Azikiwe International Airport,ABV
Nigeria,Asaba International Airport,ABB
Nigeria,Calabar Margaret Ekpo International Airport,CBQ
Nigeria,Benin Airport,BNI
Nigeria,Sadiq Abubakar III International Airport,SKO
Nigeria,Port Harcourt International Airport,PHC
Nigeria,Uyo Akwa Ibom Airport,QUO
Nigeria,Yola Airport,YOL
Nigeria,Warri Osubi Airport,QRW
Nigeria,Owerri Sam Mbakwe Airport,QOW
Nigeria,Katsina Airport,DKA
Nigeria,Kano Mallam Aminu International Airport,KAN
Nigeria,Lagos Murtala Mohammed Airport,LOS
Nigeria,Makurdi Airport,MDI
Nigeria,Maiduguri International Airport,MIU
North Korea,Pyongyang Sunan International Airport,FNJ
North Macedonia,Ohrid Airport,OHD
North Macedonia,Skopje International Airport,SKP
Northern Mariana Islands,Rota International Airport,ROP
Northern Mariana Islands,Saipan International Airport,SPN
Northern Mariana Islands,Tinian International Airport,TIQ
Norway,Hasvik Airport,HAA
Norway,Haugesund Karmoy Airport,HAU
Norway,Honningsvag Valan Airport,HVG
Norway,Hamar Stafsberg Airport,HMR
Norway,Hammerfest Airport,HFT
Norway,Evenes Harstad Narvik Airport,EVE
Norway,Kirkenes Hoybuktmoen Airport,KKN
Norway,Leknes Airport,LKN
Norway,Longyearbyen Svalbard Airport,LYR
Norway,Mehamn Airport,MEH
Norway,Kristiansand Kjevik Airport,KRS
Norway,Kristiansund Kvernberget Airport,KSU
Norway,Lakselv Banak Airport,LKL
Norway,Forde Airport,FDE
Norway,Arendal Gullknapp Airport,QCG
Norway,Bardufoss Airport,BDU
Norway,Batsfjord Airport,BJF
Norway,Alesund Vigra Airport,AES
Norway,Alta Airport,ALF
Norway,Andenes Andoya Airport,ANX
Norway,Bergen Flesland Airport,BGO
Norway,Bronnoysund Airport,BNN
Norway,Fagernes Airport,VDB
Norway,Floro Airport,FRO
Norway,Berlevag Airport,BVG
Norway,Bodo Airport,BOO
Norway,Brekstad Orland Airport,OLA
Norway,Mo i Rana Airport,MQN
Norway,Sorkjosen Airport,SOJ
Norway,Stavanger Sola Airport,SVG
Norway,Stokmarknes Skagen Airport,SKN
Norway,Sandnessjoen Airport,SSJ
Norway,Skien Airport,SKE
Norway,Sogndal Airport,SOG
Norway,Stord Sorstokken Airport,SRP
Norway,Vadso Airport,VDS
Norway,Vardoe Svartnes Airport,VAW
Norway,V‘r?y Heliport,VRY
Norway,Svolvaer Helle Airport,SVJ
Norway,Tromso Airport,TOS
Norway,Trondheim Vaernes Airport,TRD
Norway,Sandane Airport,SDN
Norway,Notodden Airport,NTB
Norway,Ny-Alesund Hamnerabben Airport,QAA
Norway,Orsta Volda Airport,HOV
Norway,Molde Aro Airport,MOL
Norway,Mosjoen Airport,MJF
Norway,Namsos Airport,OSY
Norway,Oslo Moss Rygge Airport,RYG
Norway,Roros Airport,RRS
Norway,Rorvik Airport,RVK
Norway,Rost Airport,RET
Norway,Oslo Torp Sandefjord Airport,TRF
Norway,Oslo Gardermoen Airport,OSL
Norway,Rakkestad Airport,QCR
Oman,Marmul Airport,OMM
Oman,Khasab Airport,KHS
Oman,Duqm International Airport,DQM
Oman,Sohar Airport,OHS
Oman,Salalah Airport,SLL
Oman,Muscat International Airport,MCT
Pakistan,Gwadar International Airport,GWD
Pakistan,Gilgit Airport,GIL
Pakistan,Islamabad International Airport,ISB
Pakistan,Karachi Jinnah International Airport,KHI
Pakistan,Kadanwari Airport,KCF
Pakistan,Bahawalpur Airport,BHV
Pakistan,Badin Talhar Airport,BDN
Pakistan,Chitral Airport,CJL
Pakistan,Faisalabad International Airport,LYP
Pakistan,Dera Ghazi Khan Airport,DEA
Pakistan,Lahore Allama Iqbal International Airport,LHE
Pakistan,Skardu Airport,KDU
Pakistan,Sialkot International Airport,SKT
Pakistan,Sukkur Airport,SKZ
Pakistan,Zhob Airport,PZH
Pakistan,Turbat Airport,TUK
Pakistan,Multan International Airport,MUX
Pakistan,Moenjodaro Airport,MJD
Pakistan,Peshawar Bacha Khan International Airport,PEW
Pakistan,Rahim Yar Khan Shaikh Zayed International Airport,RYK
Pakistan,Quetta International Airport,UET
Palau,Airai Roman Tmetuchl International Airport,ROR
Panama,Chitre Alonso Valderrama Airport,CTD
Panama,Colon Enrique Adolfo Jimenez Airport,ONX
Panama,Changuinola International Airport,CHX
Panama,Balboa Panama Pacifico International Airport,BLB
Panama,Bocas Del Toro International Airport,BOC
Panama,Panama City Tocumen International Airport,PTY
Panama,Rio Hato Scarlett Martinez International Airport,RIH
Panama,Panama City International Airport,PAC
Panama,Contadora Airport,OTD
Panama,David Enrique Malek International Airport,DAV
Papua New Guinea,Kiunga Airport,UNG
Papua New Guinea,Kikori Airport,KRI
Papua New Guinea,Kieta Aropa Airport,KIE
Papua New Guinea,Komaio Airport,KCJ
Papua New Guinea,Lihir Island Kunaye Airport,LNV
Papua New Guinea,Lae Nadzab Airport,LAE
Papua New Guinea,Komo Airport,KOM
Papua New Guinea,Kerema Airport,KMA
Papua New Guinea,Goroka Airport,GKA
Papua New Guinea,Daru Airport,DAU
Papua New Guinea,Buka Airport,BUA
Papua New Guinea,Gurney Airport,GUR
Papua New Guinea,Kavieng Airport,KVG
Papua New Guinea,Karimui Airport,KMR
Papua New Guinea,Hoskins Airport,HKN
Papua New Guinea,Tari Airport,TIZ
Papua New Guinea,Tabubil Airport,TBG
Papua New Guinea,Rumginae Airport,RMN
Papua New Guinea,Tufi Airport,TFI
Papua New Guinea,Wewak Airport,WWK
Papua New Guinea,Wapenamanda Airport,WBM
Papua New Guinea,Vanimo Airport,VAI
Papua New Guinea,Rabaul Airport,RAB
Papua New Guinea,Misima Island Airport,MIS
Papua New Guinea,Madang Airport,MAG
Papua New Guinea,Lorengau Momote Airport,MAS
Papua New Guinea,Moro Airport,MXH
Papua New Guinea,Port Moresby Jacksons International Airport,POM
Papua New Guinea,Popondetta Girua Airport,PNP
Papua New Guinea,Mount Hagen Airport,HGU
Paraguay,Asuncion Silvio Pettirossi International Airport,ASU
Paraguay,Ciudad del Este Guarani International Airport,AGT
Peru,Jaen Shumba Airport,JAE
Peru,Iquitos International Airport,IQT
Peru,Ilo Airport,ILQ
Peru,Lima Jorge Chavez International Airport,LIM
Peru,Juliaca Inca Manco Capac International Airport,JUL
Peru,Jauja Francisco Carle Airport,JAU
Peru,Huanuco Airport,HUU
Peru,Cajamarca Airport,CJA
Peru,Ayacucho Airport,AYP
Peru,Arequipa Rodriguez Ballon International Airport,AQP
Peru,Cusco Alejandro Velasco Astete International Airport,CUZ
Peru,Chiclayo International Airport,CIX
Peru,Chachapoyas Airport,CHH
Peru,Nazca Maria Reiche Neuman Airport,NZC
Peru,Tarapoto Airport,TPP
Peru,Talara International Airport,TYL
Peru,Tacna International Airport,TCQ
Peru,Tumbes Airport,TBP
Peru,Trujillo International Airport,TRU
Peru,Tingo Maria Airport,TGI
Peru,Santa Maria Airport,SMG
Peru,Pucallpa International Airport,PCL
Peru,Piura International Airport,PIU
Peru,Pisco Airport,PIO
Peru,Rioja Juan Simons Vela Airport,RIJ
Peru,Punta Sal Walter Braedt Segu Airport,PTL
Peru,Puerto Maldonado International Airport,PEM
Philippines,Davao City Francisco Bangoy International Airport,DVO
Philippines,Del Carmin Sayak Airport,IAO
Philippines,Dipolog Airport,DPL
Philippines,Cebu Mactan International Airport,CEB
Philippines,Cotabato Awang Airport,CBO
Philippines,Cuyo Airport,CYU
Philippines,General Santos International Airport,GES
Philippines,Iloilo International Airport,ILO
Philippines,Kalibo International Airport,KLO
Philippines,Dumaguete City Sibulan Airport,DGT
Philippines,El Nido Airport,ENI
Philippines,Gasan Marinduque Airport,MRQ
Philippines,Basco Airport,BSO
Philippines,Borongan Airport,BPA
Philippines,Busuanga Airport,USU
Philippines,Angeles City Clark International Airport,CRK
Philippines,Bacolod City Silay International Airport,BCD
Philippines,Baguio Loakan Airport,BAG
Philippines,Catarman National Airport,CRM
Philippines,Caticlan Boracay Airport,MPH
Philippines,Cauayan Airport,CYZ
Philippines,Butuan Bancasi Airport,BXU
Philippines,Cagayan de Oro Laguindingan Airport,CGY
Philippines,Calbayog Airport,CYP
Philippines,San Vicente Airport,SWL
Philippines,Subic Bay International Airport,SFS
Philippines,Surigao Airport,SUG
Philippines,Roxas City Airport,RXS
Philippines,San Jose Airport,SJI
Philippines,San Jose de Buenavista Evelio Javier ÿAirport,EUQ
Philippines,Tuguegarao Airport,TUG
Philippines,Virac Airport,VRC
Philippines,Zamboanga International Airport,ZAM
Philippines,Tablas Tugdan Airport,TBH
Philippines,Tacloban Daniel Z. Romualdez Airport,TAC
Philippines,Tawi Tawi Sanga Sanga Airport,TWT
Philippines,Mamburao Airport,MBO
Philippines,Manila Ninoy Aquino International Airport,MNL
Philippines,Masbate Moises R. Espinosa Airport,MBT
Philippines,Laoag City International Airport,LAO
Philippines,Legazpi Bicol International Airport,DRP
Philippines,Mambajao Camiguin Airport,CGM
Philippines,Pagadian Airport,PAG
Philippines,Panglao Bohol International Airport,TAG
Philippines,Puerto Princesa City International Airport,PPS
Philippines,Naga Airport,WNP
Philippines,Ormoc Airport,OMC
Philippines,Ozamiz Labo Airport,OZC
Poland,Koszalin Zegrze Pomorskie Airport,OSZ
Poland,Kielce Airport,QPK
Poland,Katowice International Airport,KTW
Poland,Krakow John Paul II International Airport,KRK
Poland,Lubin Airport,QPL
Poland,Lodz Wladyslaw Reymont Airport,LCJ
Poland,Krosno Airport,QPR
Poland,Gliwice Airport,QPW
Poland,Bydgoszcz Ignacy Jan Paderewski Airport,BZG
Poland,Bialystok Krywlany Airport,QPY
Poland,Biala Podlaska Airport,BXP
Poland,Czestochowa Rudniki Airport,CZW
Poland,Gdynia Kosakowo Airport,QPO
Poland,Gdansk Lech Walesa Airport,GDN
Poland,Deblin Airport,QPD
Poland,Warsaw Babice Airport,QPB
Poland,Warsaw Chopin Airport,WAW
Poland,Torun Bielany Airport,QPT
Poland,Warsaw Modlin Airport,WMI
Poland,Zielona Gora Babimost Airport,IEG
Poland,Wroclaw Copernicus Airport,WRO
Poland,Warsaw Radom Airport,RDO
Poland,Szczecin Goleniow Airport,SZZ
Poland,Olsztyn Mazury Airport,SZY
Poland,Mielec Airport,QPM
Poland,Lublin Airport,LUZ
Poland,Pila Airport,QPI
Poland,Rzeszow Jasionka Airport,RZE
Poland,Poznan Lawica Airport,POZ
Poland,Piotrkow Trybunalski Airport,QPP
Portugal,Faro Airport,FAO
Portugal,Evora Airport,QPV
Portugal,Corvo Airport,CVU
Portugal,Graciosa Airport,GRW
Portugal,Funchal Cristiano Ronaldo Airport,FNC
Portugal,Flores Airport,FLW
Portugal,Coimbra Airport,CBP
Portugal,Braga Airport,BGZ
Portugal,Beja International Airport,BYJ
Portugal,Alverca Airport,AVR
Portugal,Chaves Airport,CHV
Portugal,Cascais Municipal Aerodrome,CAT
Portugal,Braganca Airport,BGC
Portugal,Santa Maria Airport,SMA
Portugal,Porto Santo Airport,PXO
Portugal,Porto Francisco de Sa Carneiro Airport,OPO
Portugal,Viseu Airport,VSE
Portugal,Vila Real Airport,VRL
Portugal,Sao Jorge Airport,SJZ
Portugal,Portimao Airport,PRM
Portugal,Lisbon Humberto Delgado Airport,LIS
Portugal,Lajes Field,TER
Portugal,Horta Airport,HOR
Portugal,Ponte de Sor Airport,QPS
Portugal,Ponta Delgada Joao Paulo II Airport,PDL
Portugal,Pico Airport,PIX
Puerto Rico,Ceiba Jose Aponte de la Torre Airport,NRR
Puerto Rico,Isla De Culebra Benjamin Rivera Noriega Airport,CPX
Puerto Rico,Aguadilla Rafael Hernandez Airport,BQN
Puerto Rico,Arecibo Antonio Juarbe Pol Airport,ARE
Puerto Rico,Mayaguez Eugenio Mar¡a de Hostos,MAZ
Puerto Rico,San Juan Luis Munoz Marin International Airport,SJU
Puerto Rico,Vieques Antonio Rivera Rodriguez Airport,VQS
Puerto Rico,Ponce Mercedita Airport,PSE
Puerto Rico,San Juan Fernando Luis Ribas Dominicci Airport,SIG
Qatar,Al Udeid Air Base,XJD
Qatar,Doha Hamad International Airport,DOH
Qatar,Doha International Airport,DIA
Reunion,Saint-Denis Roland Garros Airport,RUN
Reunion,Saint-Pierre Pierrefonds Airport,ZSE
Romania,Caransebes Airport,CSB
Romania,Bucharest Henri Coanda International Airport,OTP
Romania,Constanta International Airport,CND
Romania,Cluj-Napoca International Airport,CLJ
Romania,Bucharest Aurel Vlaicu Airport,BBU
Romania,Bacau International Airport,BCM
Romania,Arad International Airport,ARW
Romania,Brasov Airport,GHV
Romania,Baia Mare Airport,BAY
Romania,Targu Mures International Airport,TGM
Romania,Suceava International Airport,SCV
Romania,Tulcea Delta Dunarii Airport,TCE
Romania,Timisoara Traian Vuia International Airport,TSR
Romania,Sibiu International Airport,SBZ
Romania,Iasi International Airport,IAS
Romania,Craiova International Airport,CRA
Romania,Satu Mare International Airport,SUJ
Romania,Oradea International Airport,OMR
Russia,Kirensk Airport,KCK
Russia,Kirov Pobedilovo Airport,KVX
Russia,Khatanga Airport,HTG
Russia,Khonu Moma Airport,MQJ
Russia,Kogalym International Airport,KGP
Russia,Kotlas Airport,KSZ
Russia,Krasnodar International Airport,KRR
Russia,Komsomolsk-on-Amur Airport,KXK
Russia,Kostroma Airport,KMW
Russia,Khanty-Mansiysk Airport,HMA
Russia,Kaliningrad Khrabrovo Airport,KGD
Russia,Kaluga Grabtsevo Airport,KLF
Russia,Ivanovo Yuzhny Airport,IWA
Russia,Izhevsk Airport,IJK
Russia,Kavalerovo Airport,KVR
Russia,Keperveyem Airport,KPW
Russia,Khabarovsk Novy Airport,KHV
Russia,Kazan International Airport,KZN
Russia,Kemerovo International Airport,KEJ
Russia,Krasnoselkup Airport,KKQ
Russia,Moscow Chkalovskiy Airport,CKL
Russia,Moscow Domodedovo International Airport,DME
Russia,Mineralnye Vody Airport,MRV
Russia,Mirny Airport,MJZ
Russia,Moscow Vnukovo International Airport,VKO
Russia,Moscow Sheremetyevo International Airport,SVO
Russia,Murmansk Airport,MMK
Russia,Moscow Ostafyevo International Airport,OSF
Russia,Moscow Zhukovsky Airport,ZIA
Russia,Makhachkala Uytash Airport,MCX
Russia,Kursk Airport,URS
Russia,Kyzyl Airport,KYZ
Russia,Krasnoyarsk International Airport,KJA
Russia,Kurgan Airport,KRO
Russia,Lensk Airport,ULK
Russia,Magas Airport,IGT
Russia,Magnitogorsk International Airport,MQF
Russia,Lipetsk Airport,LPK
Russia,Magadan Sokol Airport,GDX
Russia,Iturup Island Airport,ITU
Russia,Beloyarsk Airport,EYK
Russia,Beryozovo Airport,EZV
Russia,Belaya Gora Airport,BGN
Russia,Belgorod International Airport,EGO
Russia,Beslan Airport,OGZ
Russia,Boguchany Airport,BGS
Russia,Bor Podkamennaya Tunguska Airport,TGP
Russia,Blagoveshchensk Ignatyevo Airport,BQS
Russia,Bodaybo Airport,ODO
Russia,Batagay Airport,BQJ
Russia,Anadyr Ugolny Airport,DYR
Russia,Anapa Airport,AAQ
Russia,Abakan International Airport,ABA
Russia,Aldan Airport,ADH
Russia,Apatity Airport,KVK
Russia,Astrakhan Narimanovo Airport,ASF
Russia,Barnaul Airport,BAX
Russia,Arkhangelsk Vaskovo Airport,VKV
Russia,Arkhangelsk Talagi Airport,ARH
Russia,Bovanenkovo Airport,BVJ
Russia,Gelendzhik Airport,GDZ
Russia,Gorno-Altaysk Airport,RGK
Russia,Dikson Airport,DKS
Russia,Elista Airport,ESL
Russia,Grozny Airport,GRV
Russia,Inta Airport,INA
Russia,Irkutsk International Airport,IKT
Russia,Igarka Airport,IAA
Russia,Igrim Airport,IRM
Russia,Deputatskiy Airport,DPT
Russia,Bugulma Airport,UUA
Russia,Cheboksary Airport,CSY
Russia,Bratsk Airport,BTK
Russia,Bryansk International Airport,BZK
Russia,Chelyabinsk Airport,CEK
Russia,Chokurdakh Airport,CKH
Russia,Chulman Airport,NER
Russia,Cherepovets Airport,CEE
Russia,Chita Kadala Airport,HTA
Russia,Naberezhnye Chelny Begishevo Airport,NBC
Russia,Tynda Airport,TYD
Russia,Tyumen Roschino International Airport,TJM
Russia,Tomsk Bogashevo Airport,TOF
Russia,Turukhansk Airport,THX
Russia,Udachny Polyarny Airport,PYJ
Russia,Ulan-Ude Airport,UUD
Russia,Ulyanovsk Baratayevka Airport,ULV
Russia,Ufa International Airport,UFA
Russia,Ukhta Airport,UCT
Russia,Tobolsk Remezov Airport,RMZ
Russia,Syktyvkar Airport,SCW
Russia,Taganrog Yuzhny Airport,TGK
Russia,Suntar Airport,SUY
Russia,Surgut International Airport,SGC
Russia,Talakan Airport,TLK
Russia,Terney Airport,NEI
Russia,Tiksi Airport,IKS
Russia,Tambov Donskoye Airport,TBW
Russia,Tarko-Sale Airport,TQL
Russia,Ulyanovsk Vostochny Airport,ULY
Russia,Yaroslavl Tunoshna Airport,IAR
Russia,Yekaterinburg Koltsovo International Airport,SVX
Russia,Voronezh International Airport,VOZ
Russia,Yakutsk Airport,YKS
Russia,Yeysk Airport,EIK
Russia,Yuzhno-Sakhalinsk Airport,UUS
Russia,Zyryanka Airport,ZKP
Russia,Yoshkar-Ola Airport,JOK
Russia,Yuzhno-Kurilsk Mendeleyevo Airport,DEE
Russia,Vorkuta Airport,VKT
Russia,Ust-Ilimsk Airport,UIK
Russia,Ust-Kut Airport,UKX
Russia,Uray Airport,URJ
Russia,Usinsk Airport,USK
Russia,Ust-Kuyga Airport,UKG
Russia,Volgograd International Airport,VOG
Russia,Vologda Airport,VGD
Russia,Ust-Tsylma Airport,UTS
Russia,Vladivostok International Airport,VVO
Russia,Strezhevoy Airport,SWT
Russia,Nyagan Airport,NYA
Russia,Nyurba Airport,NYR
Russia,Novy Urengoy Airport,NUX
Russia,Noyabrsk Airport,NOJ
Russia,Okha Airport,OHH
Russia,Orenburg Tsentralny Airport,REN
Russia,Orsk Airport,OSW
Russia,Olyokminsk Airport,OLZ
Russia,Omsk Tsentralny Airport,OMS
Russia,Novosibirsk Tolmachevo Airport,OVB
Russia,Naryan-Mar Airport,NNM
Russia,Nikolayevsk-na-Amur Airport,NLI
Russia,Nadym Airport,NYM
Russia,Nalchik Airport,NAL
Russia,Nizhnevartovsk Airport,NJC
Russia,Norilsk Alykel Airport,NSK
Russia,Novokuznetsk Spichenkovo Airport,NOZ
Russia,Nizhny Novgorod International Airport,GOJ
Russia,Nogliki Airport,NGK
Russia,Pechora Airport,PEX
Russia,Shakhtyorsk Airport,EKS
Russia,Sochi International Airport,AER
Russia,Saransk Airport,SKX
Russia,Saratov Gagarin Airport,GSV
Russia,Sovetskaya Gavan May-Gatka Airport,GVN
Russia,St. Petersburg Pulkovo Airport,LED
Russia,Stavropol Shpakovskoye Airport,STW
Russia,Sovetsky Airport,OVS
Russia,Srednekolymsk Airport,SEK
Russia,Samara Kurumoch International Airport,KUF
Russia,Petropavlovsk-Kamchatsky Airport,PKC
Russia,Petrozavodsk Airport,PES
Russia,Penza Airport,PEZ
Russia,Perm Bolshoye Savino Airport,PEE
Russia,Pevek Airport,PWE
Russia,Sabetta International Airport,SBT
Russia,Salekhard Airport,SLY
Russia,Pskov Airport,PKV
Russia,Rostov-on-Don Platov International Airport,ROV
Rwanda,Kamembe Airport,KME
Rwanda,Kigali Airport,KGL
Saint Helena,Ascension Island Airport,ASI
Saint Helena,Saint Helena Airport,HLE
Saint Kitts And Nevis,Basseterre Robert L. Bradshaw International Airport,SKB
Saint Kitts And Nevis,Nevis Newcastle International Airport,NEV
Saint Lucia,Castries George F. L. Charles Airport,SLU
Saint Lucia,Vieux Fort Hewanorra International Airport,UVF
Saint Pierre And Miquelon,Saint-Pierre Airport,FSP
Saint Vincent And The Grenadines,Canouan Airport,CIW
Saint Vincent And The Grenadines,Bequia J.F. Mitchell Airport,BQU
Saint Vincent And The Grenadines,Kingstown Argyle International Airport,SVD
Saint Vincent And The Grenadines,Union Island Airport,UNI
Saint Vincent And The Grenadines,Mustique Airport,MQS
Samoa,Apia Faleolo International Airport,APW
Sao Tome And Principe,Principe Island Airport,PCP
Sao Tome And Principe,Sao Tome International Airport,TMS
Saudi Arabia,Gurayat Domestic Airport,URY
Saudi Arabia,Dawadmi Domestic Airport,DWD
Saudi Arabia,Dammam King Fahd International Airport,DMM
Saudi Arabia,Ha'il Regional Airport,HAS
Saudi Arabia,Jizan Regional Airport,GIZ
Saudi Arabia,Jeddah King Abdulaziz International Airport,JED
Saudi Arabia,Hofuf Al-Ahsa International Airport,HOF
Saudi Arabia,Al Wajh Airport,EJH
Saudi Arabia,Al Ula  Airport,ULH
Saudi Arabia,Abha Regional Airport,AHB
Saudi Arabia,Al-Baha Domestic Airport,ABT
Saudi Arabia,Bisha Domestic Airport,BHH
Saudi Arabia,Arar Domestic Airport,RAE
Saudi Arabia,Al-Qassim International Airport,ELQ
Saudi Arabia,Tabuk Regional Airport,TUU
Saudi Arabia,Sharurah Domestic Airport,SHW
Saudi Arabia,Sakaka Al-Jawf Domestic Airport,AJF
Saudi Arabia,Taif Airport,TIF
Saudi Arabia,Yanbu Airport,YNB
Saudi Arabia,Wadi Ad Dawasir Domestic Airport,WAE
Saudi Arabia,Turaif Domestic Airport,TUI
Saudi Arabia,Neom Bay Airport,NUM
Saudi Arabia,Najran Domestic Airport,EAM
Saudi Arabia,Medina Prince Mohammad bin Abdulaziz Airport,MED
Saudi Arabia,Qaisumah Hafar Al Batin Airport,AQI
Saudi Arabia,Riyadh King Khalid International Airport,RUH
Saudi Arabia,Red Sea International Airport,RSI
Saudi Arabia,Rafha Domestic Airport,RAH
Senegal,Dakar International Airport,DKR
Senegal,Cap Skirring Airport,CSK
Senegal,Ziguinchor Airport,ZIG
Senegal,Dakar Blaise Diagne International Airport,DSS
Serbia,Belgrade Nikola Tesla Airport,BEG
Serbia,Kraljevo Morava Airport,KVO
Serbia,Nis Constantine the Great Airport,INI
Seychelles,Praslin Island Airport,PRI
Seychelles,Victoria Seychelles International Airport,SEZ
Sierra Leone,Bo Airport,KBS
Sierra Leone,Freetown Lungi International Airport,FNA
Singapore,Singapore Changi Airport,SIN
Singapore,Singapore Seletar Airport,XSP
Slovakia,Piestany Airport,PZY
Slovakia,Kosice International Airport,KSC
Slovakia,Bratislava M. R. Stefanik Airport,BTS
Slovakia,Zilina Airport,ILZ
Slovakia,Sliac Airport,SLD
Slovakia,Poprad Tatry Airport,TAT
Slovenia,Ljubljana Joze Pucnik Airport,LJU
Slovenia,Maribor Airport,MBX
Slovenia,Portoroz Airport,POW
Solomon Islands,Fera Island Airport,FRE
Solomon Islands,Gizo Nusatupe Airport,GZO
Solomon Islands,Honiara International Airport,HIR
Solomon Islands,Choiseul Bay Airport,CHY
Solomon Islands,Auki Airport,AKS
Solomon Islands,Balalae,BAS
Solomon Islands,Bellona Anua Airport,BNY
Solomon Islands,Santa Cruz Island Airport,SCZ
Solomon Islands,Seghe Airport,EGM
Solomon Islands,Suavanao Airport,VAO
Solomon Islands,Rennell Tingoa Airport,RNL
